HANDLE,CITYBLOCK,PARCELID,ADDRTYPE,OWNERNAME,LEGALDESC1,LEGALDESC2,LEGALDESC3,LEGALDESC4,ASRLANDUSE,VACANTLOT,CONDOMINIU,NBROFUNITS,NBROFAPTS,FRONTAGE,LANDAREA,ASDLAND,ASDTOTAL,APRLAND,COSTAPRIMP,ZONING,NBROFBLDGS,NBROFBLD_1,FIRSTYEARB,LASTYEARBU,RESSALEPRI,RESSALEDAT,VACBLDGYEA,WARD10,POLICEDIST,CENSTRACT1,CENSBLOCK1,PRECINCT90,ZIP,PARCEL9,OWNERUPDAT,ADDRESS,Y,X,NEIGHBORHO,WARD,DESCRIPTIO,USAGE,LOT_SQFT
13731000220.00,3731.00,37310002200.00,3,LRA,C.B3731 EVANS,16 FT 8 1/2 IN X 165 FT 6 IN,EVANS PL ADDN,BLOCK 10 LOT W-8,1010.00,1.00,0.00,0.00,0.00,16.71,0.00,190.00,190.00,1000.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2012.00,4.00,8.00,1112.00,2026.00,2.00,63113.00,373100220,9/24/12 0:00,4135 EVANS AV,38.6526520,-90.2388370,Vandeventer,4.00,,vacant lot,2996.00
13631000220.00,3631.00,36310002200.00,3,LRA,C.B.3631 COTTAGE AVE,25FT X 120 FT,MURPHYS ADDN,BLOCK 13,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2008.00,4.00,5.00,1114.00,2012.00,1.00,63113.00,363100220,3/25/13 0:00,3818 COTTAGE AV,38.6542700,-90.2272750,JeffVanderLou,4.00,,vacant lot,2996.00
11318000320.00,1318.00,13180003200.00,3,LRA,CB 1318 ALLEN AVE,25 FT X 125 FT,ALLEN ADDN,BLOCK 4 LOT 11,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,1670.00,1670.00,8100.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,6.00,3.00,1231.00,2017.00,11.00,63104.00,131800320,3/25/13 0:00,2735 ALLEN AV,38.6127580,-90.2250340,Fox Park,6.00,,vacant lot,2993.00
11322000230.00,1322.00,13220002300.00,3,LRA,C.B. 1322 ALLEN AVE,25 X 120,ALLENS ADDN,BLOCK 9 LOT 16,1110.00,0.00,0.00,1.00,0.00,25.00,0.00,1670.00,8230.00,8100.00,21900.00,Mutiple Family Dwelling District,1.00,0.00,1896.00,1896.00,18500.00,12/20/85 0:00,2013.00,6.00,3.00,1231.00,2009.00,11.00,63104.00,132200230,3/25/13 0:00,2631 ALLEN AV,38.6123280,-90.2228230,Fox Park,6.00,2 Story Brick Residence,residential,2991.00
11247000090.00,1247.00,12470000900.00,3,LRA,C. B. 1247 PARNELL,24 FT 8 IN X 127 FT 6 IN,WEST BREMEN ADDN,BLOCK 8 LOT 30,1010.00,1.00,0.00,0.00,0.00,24.66,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,5.00,1202.00,1015.00,3.00,63107.00,124700090,12/23/97 0:00,3836 PARNELL ST,38.6598620,-90.2112200,Hyde Park,3.00,,vacant lot,2991.00
14827000780.00,4827.00,48270007800.00,3,LRA,C B 4827 THEODOSIA,25 FT X 120 FT,MASS MUT LIFE INS CO ADDN,BLOCK 2,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,270.00,270.00,1400.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700780,3/25/13 0:00,5749 THEODOSIA AV,38.6727890,-90.2781720,Wells / Goodfellow,22.00,,vacant lot,2990.00
14827000750.00,4827.00,48270007500.00,3,LRA,C B 4827 THEODOSIA,25 FT X 120 FT,MASS MUTUAL LIFE INS CO ADDN,BLOCK 2 LOTS E 9 W 10,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700750,5/21/84 0:00,5741 THEODOSIA AV,38.6726570,-90.2779260,Wells / Goodfellow,22.00,,vacant lot,2990.00
14827000740.00,4827.00,48270007400.00,3,LRA,C B 4827 THEODOSIA,25 FT X 120 FT,MASS MUTUAL LIFE INS CO ADDN,LOT E 10 W 11,1010.00,1.00,0.00,2.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700740,7/2/85 0:00,5739 THEODOSIA AV,38.6726180,-90.2778540,Wells / Goodfellow,22.00,,vacant lot,2990.00
14827000700.00,4827.00,48270007000.00,3,LRA,C B 4827 THEODOSIA,25 FT X 120 FT,M M L I CO ADDN,BLOCK 2 LOT 15,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2002.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700700,3/25/13 0:00,5727 THEODOSIA AV,38.6724410,-90.2775210,Wells / Goodfellow,22.00,,vacant lot,2990.00
14827000680.00,4827.00,48270006800.00,3,LRA,C B 4827 THEODOSIA,25 FT X 120 FT,MUTUAL LIFE INS ADDN,BLOCK 2 LOT 18,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700680,3/25/13 0:00,5719 THEODOSIA AV,38.6723250,-90.2773040,Wells / Goodfellow,22.00,,vacant lot,2990.00
14827000670.00,4827.00,48270006700.00,3,LRA,C B 4827 THEODOSIA AVE,25 FT X 120 FT,MASS MUTUAL LIFE INS CO ADDN,LOT 19,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,13500.00,5/9/89 0:00,1998.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700670,3/25/13 0:00,5717 THEODOSIA AV,38.6722860,-90.2772320,Wells / Goodfellow,22.00,,vacant lot,2990.00
14827000555.00,4827.00,48270005550.00,3,LRA,C B 4827 THEODOSIA,25 FT X 120 FT,MASS MUTUAL LIFE INS ADDN,LOT 33,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1993.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700555,3/25/13 0:00,5645 THEODOSIA AV,38.6717450,-90.2762190,Wells / Goodfellow,22.00,,vacant lot,2990.00
14827000480.00,4827.00,48270004800.00,3,LRA,C. B. 4827 THEODOSIA AVE,25 FT X 120 FT,MASS MUTUAL LIFE INS,BLOCK 2,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2007.00,22.00,7.00,1063.00,4008.00,3.00,63112.00,482700480,3/25/13 0:00,5623 THEODOSIA AV,38.6714350,-90.2756400,Wells / Goodfellow,22.00,,vacant lot,2990.00
13806080010.00,3806.08,38060800100.00,3,LRA,C B 3806 EB GRANVILLE PL,21 FT 1 3/8 IN / 33 FT X 117 FT 5 11/16,IN / 117 FT 1 5/16 IN,BLOCK 9 LOT 10,1010.00,1.00,0.00,0.00,0.00,21.17,0.00,250.00,250.00,1300.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1993.00,22.00,7.00,1061.00,1008.00,4.00,63112.00,380608010,3/25/13 0:00,1400 GRANVILLE PL,38.6661640,-90.2748330,Hamilton Heights,22.00,,vacant lot,2988.00
13819030310.00,3819.03,38190303100.00,3,LRA,C. B. 3819 E WELLS AVE,25 FT X 129 FT 10 1/2 IN,1ST SUB OF ROSE HILL ADDN,BLOCK 3 LOT PT-5,1120.00,0.00,0.00,2.00,0.00,25.00,0.00,590.00,1540.00,3100.00,5000.00,Mutiple Family Dwelling District,1.00,0.00,1904.00,1904.00,14870.00,2/18/98 0:00,2007.00,22.00,7.00,1061.00,2002.00,4.00,63112.00,381903310,3/25/13 0:00,5647 WELLS AV,38.6698730,-90.2781020,Hamilton Heights,22.00,2 Story Brick Two Family Flat,residential,2987.00
13819030340.00,3819.03,38190303400.00,3,LRA,C. B. 3819 E WELLS AVE,25 FT X 129 FT 10 IN,ROSE HILL ADDN,BLOCK 3,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1992.00,22.00,7.00,1061.00,2002.00,4.00,63112.00,381903340,3/25/13 0:00,5653 WELLS AV,38.6699900,-90.2783190,Hamilton Heights,22.00,,vacant lot,2987.00
13819030300.00,3819.03,38190303000.00,3,LRA,C. B.3819 E WELLS,25 FT X 119 FT 10 1/2 IN,ROSE HILL ADDN,LOT PT-5,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2007.00,22.00,7.00,1061.00,2002.00,4.00,63112.00,381903300,3/25/13 0:00,5645 WELLS AV,38.6698350,-90.2780300,Hamilton Heights,22.00,,vacant lot,2987.00
13819030290.00,3819.03,38190302900.00,3,LRA,C. B. 3819E WELLS AVE,25 FT X 129 FT 10 1/2 IN,ROSE HILL ADDN,BLOCK 3 LOT PT E 5,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2006.00,22.00,7.00,1061.00,2002.00,4.00,63112.00,381903290,6/1/00 0:00,5641 WELLS AV,38.6697960,-90.2779570,Hamilton Heights,22.00,,vacant lot,2987.00
13720000050.00,3720.00,37200000500.00,3,LRA,C. B. 3720 GARFIELD,25 FT X 130 FT,TERRY PL ADDN,LOT W 39,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1989.00,4.00,8.00,1112.00,1019.00,11.00,63113.00,372000050,3/25/13 0:00,4580 GARFIELD AV,38.6611060,-90.2491180,The Greater Ville,4.00,,vacant lot,2987.00
13717000370.00,3717.00,37170003700.00,3,LRA,C B 3717 ST FERDINAND AV,22 FT 10 IN X 130 FT 9 IN,HICKMAN ADDN,LOT W 33,1120.00,0.00,0.00,2.00,0.00,23.00,0.00,320.00,1240.00,1700.00,4800.00,Mutiple Family Dwelling District,1.00,0.00,1906.00,1906.00,0.00,,2013.00,4.00,8.00,1112.00,1013.00,12.00,63113.00,371700370,3/25/13 0:00,4519 ST FERDINAND AV,38.6622800,-90.2457920,The Greater Ville,4.00,2 Story Brick Two Family Flat,residential,2986.00
11887000500.00,1887.00,18870005000.00,3,LRA,C. B. 1887 LAFLIN,25 FT X 120 FT,LAFLIN SMITH ADDN,BLOCK 3 LOT 12,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,110.00,110.00,600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,19.00,9.00,1115.00,2021.00,5.00,63106.00,188700500,3/25/13 0:00,1815 LAFLIN ST,38.6490280,-90.2219350,JeffVanderLou,19.00,,vacant lot,2984.00
11183040090.00,1183.04,11830400900.00,3,LRA,C. B. 1183 W ANGELRODT,27 FT 6 IN X 120 FT FARRARS ADDN,BLOCK 33 LOT 13,,1010.00,1.00,0.00,0.00,0.00,27.50,0.00,190.00,190.00,1000.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,5.00,1267.00,2074.00,7.00,63107.00,118304090,3/25/13 0:00,1424 ANGELRODT ST,38.6577690,-90.1982200,Hyde Park,3.00,,vacant lot,2984.00
13806090200.00,3806.09,38060902000.00,3,LRA,C. B. 3806 W A MONTCLAIR,25 FT X 119 FT 6 IN,CROSSWHITE ADDN,LOT N-26,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2002.00,22.00,7.00,1061.00,1002.00,4.00,63112.00,380609200,3/25/13 0:00,1411 MONTCLAIR AV,38.6675890,-90.2768900,Hamilton Heights,22.00,,vacant lot,2984.00
13806090070.00,3806.09,38060900700.00,3,LRA,C. B. 3806 WA CLARA AVE,25 FT X 116 FT 6 IN,CROSSWHITES ADDN,LOT N-35,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,10000.00,10/14/88 0:00,1995.00,22.00,7.00,1061.00,1003.00,4.00,63112.00,380609070,10/3/03 0:00,1438 CLARA AV,38.6684810,-90.2767660,Hamilton Heights,22.00,,vacant lot,2982.00
13806090060.00,3806.09,38060900600.00,3,LRA,C.B. 3806 WA CLARA,25 FT X 119 FT 6 IN,CROSSWHITE ADDN,LOT S 35,1010.00,1.00,0.00,2.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1992.00,22.00,7.00,1061.00,1003.00,4.00,63112.00,380609060,3/25/13 0:00,1436 CLARA AV,38.6684210,-90.2768090,Hamilton Heights,22.00,,vacant lot,2982.00
14990000120.00,4990.00,49900001200.00,3,LRA,C. B. 4990 THEODOSIA,25 FT X 121 FT 6 IN,MT AUBURN ADDN,LOT E31,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2007.00,22.00,7.00,1062.00,3013.00,8.00,63112.00,499000120,3/25/13 0:00,5852 THEODOSIA AV,38.6735200,-90.2806180,Wells / Goodfellow,22.00,,vacant lot,2981.00
12397000190.00,2397.00,23970001900.00,3,LRA,C B 2397 VEST AV,27 FT 3 IN / 8 FT 2 5/8 IN X,123 FT / 118 FT,BENTZEN ADDN,1010.00,1.00,0.00,0.00,0.00,20.91,0.00,150.00,150.00,800.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1993.00,3.00,5.00,1202.00,1013.00,3.00,63107.00,239700190,3/25/13 0:00,4009 VEST AV,38.6615660,-90.2115690,Hyde Park,3.00,,vacant lot,2981.00
11171000180.00,1171.00,11710001800.00,3,LRA,C. B. 1171 19TH ST,60 FT X 80 FT / 100 FT,FARRARS ADDN,BND E-19TH W-BRANCH,1010.00,1.00,0.00,0.00,0.00,60.00,0.00,440.00,440.00,2300.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,5.00,1267.00,2083.00,7.00,63107.00,117100180,3/25/13 0:00,3301 19TH ST,38.6564250,-90.1993800,Hyde Park,3.00,,vacant lot,2981.00
12072000110.00,2072.00,20720001100.00,3,LRA,C.B. 2072 OHIO AVE,27 FT 6 IN X 125 FT,DAGGETTS ADDN,BLOCK 4 LOTS 36 & S-37,1010.00,1.00,0.00,0.00,0.00,27.50,0.00,1580.00,1580.00,8300.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2000.00,6.00,3.00,1231.00,4028.00,2.00,63118.00,207200110,3/25/13 0:00,2610 OHIO AV,38.6053290,-90.2249940,Fox Park,6.00,,vacant lot,2981.00
13708000120.00,3708.00,37080001200.00,3,LRA,CB 3708 MAFFITT AVE,20 FT X 145 FT,TAYLORS ADDN,BLOCK 2 LOT W-20,1120.00,0.00,0.00,2.00,0.00,20.00,0.00,290.00,1160.00,1500.00,4600.00,Mutiple Family Dwelling District,1.00,0.00,1898.00,1898.00,1000.00,8/28/86 0:00,2013.00,4.00,8.00,1113.00,1000.00,8.00,63113.00,370800120,9/21/12 0:00,4421 MAFFITT AV,38.6638550,-90.2416610,The Ville,4.00,2 Story Brick Residence,residential,2980.00
13697000240.00,3697.00,36970002400.00,3,LRA,C. B. 3697 COTE BRILLIANTE,30 FT X 130 FT 6 IN,WASH EST & ELLEARD PL ADDN,BLOCK 12 LOT E-15 SE-14,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,8.00,1113.00,2015.00,10.00,63113.00,369700240,3/25/13 0:00,4301 COTE BRILLIANTE AV,38.6576100,-90.2421950,The Ville,4.00,,vacant lot,2980.00
14991000540.00,4991.00,49910005400.00,3,LRA,CB 4991 THEODOSIA,24 FT 5 1/2 IN X,117 FT 6 3/4 IN / 117 FT 10 IN,MOUNT AUBURN ADDN,1010.00,1.00,0.00,0.00,0.00,24.46,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2006.00,22.00,7.00,1062.00,3012.00,8.00,63112.00,499100540,3/25/13 0:00,5871 THEODOSIA AV,38.6742310,-90.2809200,Wells / Goodfellow,22.00,,vacant lot,2979.00
15244000630.00,5244.00,52440006300.00,3,LRA,C.B. 5244 ROOSEVELT PL,25 FT X 116 FT 8 IN,GOODFELLOW PK ADDN,LOT 22,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1063.00,2004.00,5.00,63120.00,524400630,5/10/99 0:00,5709 ROOSEVELT PL,38.6785050,-90.2725680,Wells / Goodfellow,22.00,,vacant lot,2979.00
14991000560.00,4991.00,49910005600.00,3,LRA,C. B. 4991 THEODOSIA,26 FT 1 IN X,116 FT 11 IN / 117 FT 3 IN,MOUNT AUBURN ADDN,1010.00,1.00,0.00,0.00,0.00,26.00,0.00,270.00,270.00,1400.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,24500.00,5/19/78 0:00,2007.00,22.00,7.00,1062.00,3012.00,8.00,63112.00,499100560,3/25/13 0:00,5877 THEODOSIA AV,38.6743090,-90.2810640,Wells / Goodfellow,22.00,,vacant lot,2977.00
13806080310.00,3806.08,38060803100.00,3,LRA,C. B. 3806 EB BELT AVE,25 FT X 117 FT,CROSSWHITE ADDN,LOT S-8,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,20000.00,5/5/98 0:00,2007.00,22.00,7.00,1061.00,1014.00,4.00,63112.00,380608310,3/25/13 0:00,1411 BELT AV,38.6661330,-90.2743400,Hamilton Heights,22.00,,vacant lot,2975.00
11183040080.00,1183.04,11830400800.00,3,LRA,C. B. 1183 W BLAIR,39 FT X 67 FT 6 IN,FARRARS ADDN BLOCK 33,BND N PT 18 -19,1140.00,0.00,0.00,4.00,0.00,39.00,0.00,550.00,2380.00,2900.00,9600.00,Mutiple Family Dwelling District,1.00,0.00,1912.00,1912.00,45000.00,11/15/84 0:00,2013.00,3.00,5.00,1267.00,2074.00,7.00,63107.00,118304080,3/25/13 0:00,3336 BLAIR AV,38.6578160,-90.1984020,Hyde Park,3.00,2 Story Brick Four Family Flat,residential,2974.00
13701000170.00,3701.00,37010001700.00,3,LRA,C. B. 3701 COTE BRILLIANTE AVE,25 FT X 132 FT,WASH EST 3RD ADDN,LOT E-13,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,8.00,1113.00,2011.00,10.00,63113.00,370100170,3/25/13 0:00,4416 COTE BRILLIANTE AV,38.6584290,-90.2453250,The Ville,4.00,,vacant lot,2974.00
13682000060.00,3682.00,36820000600.00,A,LRA,C. B. 3682 ALDINE,26 FT 6 IN X 126 FT 9 IN,ELLEARD ADDN,LOT E-9 W-12,1010.00,1.00,0.00,0.00,0.00,26.50,0.00,190.00,190.00,1000.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,8.00,1113.00,2025.00,10.00,63113.00,368200060,3/25/13 0:00,4262 W ALDINE AV,38.6559910,-90.2420970,The Ville,4.00,,vacant lot,2974.00
11169060100.00,1169.06,11690601000.00,3,LRA,C. B. 1169-S ANGELRODT,30 FT X 92 FT 7 IN,FARRARS ADDN,BLOCK 19 LOT 35,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,3.00,5.00,1267.00,2081.00,7.00,63107.00,116906100,3/25/13 0:00,2005 ANGELRODT ST,38.6572580,-90.2014860,Hyde Park,3.00,,vacant lot,2973.00
13715000110.00,3715.00,37150001100.00,3,LRA,C. B. 3715 MAFFITT,20 FT X 145 FT,TAYLORS ADDN,BLOCK 4 LOT W 31,1010.00,1.00,0.00,0.00,0.00,20.00,0.00,150.00,150.00,800.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2005.00,4.00,8.00,1112.00,1006.00,12.00,63113.00,371500110,3/25/13 0:00,4562 MAFFITT AV,38.6648890,-90.2456770,The Greater Ville,4.00,,vacant lot,2971.00
13746000760.00,3746.00,37460007600.00,3,LRA,C.B.3746 FINNEY AVE,19 FT X 145 FT 5 IN,FINNEY AVE ADDN,LOTS E-76 W-77,1010.00,1.00,0.00,0.00,0.00,19.00,0.00,230.00,230.00,1200.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1990.00,18.00,8.00,1111.00,2014.00,5.00,63113.00,374600760,3/25/13 0:00,4253 W FINNEY AV,38.6512440,-90.2445840,Vandeventer,18.00,,vacant lot,2971.00
11865000180.00,1865.00,18650001800.00,3,LRA,C.B. 1865 PAGE AVE,25 FT 3 IN X 113 FT 1 IN,BLK 1 LOT 26 & E-27,,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,360.00,360.00,1900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2007.00,18.00,9.00,1115.00,2011.00,6.00,63113.00,186500180,3/25/13 0:00,3715 PAGE BLVD,38.6472790,-90.2297170,Covenant Blu / Grand Center,18.00,,vacant lot,2970.00
13686000480.00,3686.00,36860004800.00,3,LRA,C. B. 3686 N MARKET,25 FT X 130 FT 6 IN,WASH ADDN,BLOCK 17 LOT W-6,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1989.00,4.00,8.00,1113.00,2002.00,9.00,63113.00,368600480,3/25/13 0:00,4259 W NORTH MARKET ST,38.6584970,-90.2400960,The Ville,4.00,,vacant lot,2969.00
13681000340.00,3681.00,36810003400.00,3,LRA,C. B. 3681 GOODE,27 FT X 114 FT,WASH PLACE ADDN,BLOCK 1,1010.00,1.00,0.00,0.00,0.00,27.00,0.00,190.00,190.00,1000.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1989.00,4.00,8.00,1113.00,2024.00,10.00,63113.00,368100340,3/25/13 0:00,1524 ANNIE MALONE DR,38.6550950,-90.2397070,The Ville,4.00,,vacant lot,2968.00
14848000200.00,4848.00,48480002000.00,3,LRA,C.B.4848 CATES,20 FT X 155 FT,MT CABANNE ADDN,LOT W-8 E-9,1120.00,0.00,0.00,2.00,0.00,20.00,0.00,570.00,1540.00,3000.00,5100.00,Mutiple Family Dwelling District,1.00,0.00,1898.00,1898.00,8500.00,12/11/81 0:00,2008.00,26.00,7.00,1122.00,3001.00,13.00,63108.00,484800200,3/25/13 0:00,5243 CATES AV,38.6561260,-90.2716680,Academy,26.00,2 Story Brick Two Family Flat/Attached Rowhouse,residential,2966.00
13806100070.00,3806.10,38061000700.00,3,LRA,C. B. 3806 W B MONTCLAIR AVE,25 FT X 118 FT 6 IN,CROSSWHITE ADDN,LOT N-14,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2002.00,22.00,7.00,1061.00,1001.00,4.00,63112.00,380610070,3/25/13 0:00,1424 MONTCLAIR AV,38.6676640,-90.2761560,Hamilton Heights,22.00,,vacant lot,2966.00
13806100060.00,3806.10,38061000600.00,3,LRA,C. B. 3806 WB MONTCLAIR,25 FT X 118 FT 7-15/16 IN,CROSSWHITES ADDN,LOT S-14,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2002.00,22.00,7.00,1061.00,1001.00,4.00,63112.00,380610060,3/25/13 0:00,1422 MONTCLAIR AV,38.6676040,-90.2761990,Hamilton Heights,22.00,,vacant lot,2966.00
13701000190.00,3701.00,37010001900.00,3,LRA,C. B. 3701 COTE BRILLIANTE AVE,21 FT X 132 FT,WASH EST 3RD ADDN BLK 2,LOT PT 14,1010.00,1.00,0.00,0.00,0.00,21.00,0.00,150.00,150.00,800.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1989.00,4.00,8.00,1113.00,2011.00,10.00,63113.00,370100190,3/25/13 0:00,4410 COTE BRILLIANTE AV,38.6583750,-90.2452000,The Ville,4.00,,vacant lot,2965.00
13657000090.00,3657.00,36570000900.00,3,LRA,C. B. 3657 COTE BRILLIANTE,25 FT X 116 FT 2 IN,MURPHYS 2ND ADDN,LOT W 22,1010.00,1.00,0.00,2.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2006.00,4.00,8.00,1114.00,2016.00,2.00,63113.00,365700090,3/25/13 0:00,4032 COTE BRILLIANTE AV,38.6535170,-90.2344790,The Greater Ville,4.00,,vacant lot,2965.00
13818100080.00,3818.10,38181000800.00,3,LRA,C.B. 3818 WB SHAWMUT PL,25 FT X 118 FT 6 3/4 IN,MT GAMBLE ADDN,LOT N-14,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1061.00,2006.00,8.00,63112.00,381810080,12/15/93 0:00,1424 SHAWMUT PL,38.6695390,-90.2796510,Hamilton Heights,22.00,,vacant lot,2964.00
13818100070.00,3818.10,38181000700.00,3,LRA,C.B. 3818 WB SHAWMUT PL,25 FT X 118 FT 6 3/4 IN,MT GAMBLE ADDN,LOT S-14,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,300.00,300.00,1600.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1061.00,2006.00,8.00,63112.00,381810070,3/25/13 0:00,1422 SHAWMUT PL,38.6694800,-90.2796940,Hamilton Heights,22.00,,vacant lot,2964.00
13629020270.00,3629.02,36290202700.00,3,LRA,C.B.3629B LINCOLN AVE,25FT X 110FT 8 IN,MURPHY 2 ADDN,BLOCK 19 LOT 7,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Mutiple Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1994.00,3.00,5.00,1114.00,1017.00,1.00,63113.00,362902270,9/25/84 0:00,3821 LINCOLN AV,38.6554690,-90.2265010,JeffVanderLou,3.00,,vacant lot,2963.00
